接口标识,接口名称,接口地址,接口请求方式,接口参数
selectBuyHistoryListUsingPOST,入驻以来消费趋势,https://service.bccastle.com/is/selectBuyHistoryList,post,['uid']
selectMonthListUsingPOST,消费汇总,https://service.bccastle.com/is/selectMonthList,post,"['Date', 'uid']"
selectPowerUrlByUseridUsingGET,查找用户已有的菜单权限 的url列表,https://service.bccastle.com/is/selectPowerUrlByUserid,get,['uid']
selectSumListUsingPOST,消费明细(消费总计),https://service.bccastle.com/is/selectSumList,post,"['type', 'Date', 'id', 'uid']"
showSorgFirstTreeUsingPOST,显示根和一级机构树,https://service.bccastle.com/is/showSorgFirstTree,post,['companyid']
showSorgUsingPOST,组织机构展示,https://service.bccastle.com/is/showSorgTree,post,"['id', 'companyid', 'sorgname']"
deleteNodeSorgUsingPOST,删除机构,https://service.bccastle.com/is/sorg/deleteNodeSorg,post,['id']
echoSorgUsingGET,机构回显,https://service.bccastle.com/is/sorg/echoSorg,get,['id']
insertNewSorgUsingPOST,增加机构,https://service.bccastle.com/is/sorg/insertNewSorg,post,"['companyid', 'isHaveSon', 'sorgCode', 'sorgDescription', 'sorgId', 'sorgName', 'sorgParentId', 'sorgParentName', 'sorgType']"
showNodeSorgUsingPOST,子节点列表,https://service.bccastle.com/is/sorg/list,post,"['id', 'companyid']"
queryCodeExistUsingPOST,查看编码是否存在,https://service.bccastle.com/is/sorg/queryCodeExist,post,"['sorgCode', 'companyid']"
querySameNameExistUsingPOST,查看同一级别下是否有部门名称相同的,https://service.bccastle.com/is/sorg/querySameNameExist,post,"['sorgName', 'sorgParentId', 'companyid']"
updataSorgUsingPOST,机构修改,https://service.bccastle.com/is/sorg/updataSorg,post,"['companyid', 'isHaveSon', 'sorgCode', 'sorgDescription', 'sorgId', 'sorgName', 'sorgParentId', 'sorgParentName', 'sorgType']"
startAccountUsingPOST,启用禁用账号,https://service.bccastle.com/is/startAccount,post,"['accountStatus', 'uids', 'entityId']"
statusAppsFalseUsingPOST_1,应用禁用,https://service.bccastle.com/is/statusAppsFalse,post,"['EntityID', 'updatetimeuser', 'companyid']"
statusAppsTrueUsingPOST_1,应用启用,https://service.bccastle.com/is/statusAppsTrue,post,"['EntityID', 'updatetimeuser', 'companyid']"
statusFalseUsingPOST,禁用,https://service.bccastle.com/is/statusFalse,post,['ids']
statusTrueUsingPOST,启用,https://service.bccastle.com/is/statusTrue,post,['ids']
addPowerUsingPOST,新增菜单权限,https://service.bccastle.com/is/syspower/power/addPower,post,"['list', 'powerDesc', 'powerId', 'powerLevel', 'powerLogo', 'powerName', 'powerShoworder', 'powerUrl']"
deleteSysPowerUsingPOST,删除菜单权限,https://service.bccastle.com/is/syspower/power/deletePower,post,['powerid']
findListByPowerUsingGET,获取菜单资源分页信息,https://service.bccastle.com/is/syspower/power/getPowerList,get,"['list', 'powerDesc', 'powerId', 'powerLevel', 'powerLogo', 'powerName', 'powerShoworder', 'powerUrl', 'page']"
alreadyrolepowerListUsingGET,获取已授权的资源菜单分页信息,https://service.bccastle.com/is/syspower/power/getalreadyrolepowerList,get,['roleid']
rolepowerListUsingGET,获取未授权的资源菜单分页信息,https://service.bccastle.com/is/syspower/power/getrolepowerList,get,['roleid']
gotoCompanyUserIndexUsingGET,企业系统资源,https://service.bccastle.com/is/syspower/power/list,get,[]
getSysPowerUsingPOST,查看资源权限信息,https://service.bccastle.com/is/syspower/power/queryPower,post,['powerid']
updatePowerUsingPOST,更新菜单权限,https://service.bccastle.com/is/syspower/power/updatePower,post,"['list', 'powerDesc', 'powerId', 'powerLevel', 'powerLogo', 'powerName', 'powerShoworder', 'powerUrl']"
addRoleUsingPOST,新增角色,https://service.bccastle.com/is/sysrole/role/addRole,post,"['companyId', 'roleCreatetime', 'roleDesc', 'roleId', 'roleName', 'roleType', 'companyId']"
authorizationPowerUsingPOST,角色授权,https://service.bccastle.com/is/sysrole/role/authorizationPower,post,"['powerid', 'roleid']"
cancelauthorizationPowerUsingPOST,收回授权给角色的菜单权限,https://service.bccastle.com/is/sysrole/role/cancelauthorizationPower,post,"['powerid', 'roleid']"
deleteSysRoleUsingPOST,删除角色,https://service.bccastle.com/is/sysrole/role/deleteRole,post,['roleid']
findListByRoleUsingGET,获取角色分页信息,https://service.bccastle.com/is/sysrole/role/getRoleList,get,"['companyId', 'roleCreatetime', 'roleDesc', 'roleId', 'roleName', 'roleType', 'page', 'uid']"
alreadyuserroleListUsingGET,获取已授权的角色分页信息,https://service.bccastle.com/is/sysrole/role/getalreadyrolepowerList,get,['uid']
userroleListUsingGET,获取未授权的角色分页信息,https://service.bccastle.com/is/sysrole/role/getuserroleList,get,['uid']
getSysRoleUsingPOST,查看角色信息,https://service.bccastle.com/is/sysrole/role/queryRole,post,['roleid']
queryRoleUsingPOST,查找角色名是否存在,https://service.bccastle.com/is/sysrole/role/queryRoleName,post,"['roleName', 'uid']"
updateRoleUsingPOST,更新角色,https://service.bccastle.com/is/sysrole/role/updateRole,post,"['companyId', 'roleCreatetime', 'roleDesc', 'roleId', 'roleName', 'roleType']"
updataUserUsingPOST,修改用户,https://service.bccastle.com/is/updataUser,post,"['companyName', 'consumeCompanyid', 'displayName', 'employeeNumber', 'errorCause', 'gender', 'isPassRemind', 'loginName', 'mail', 'mobile', 'password', 'realNameStatus', 'secAccValid', 'serviceCompanyid', 'sorgId', 'spBirthday', 'spCountry', 'spGender', 'spIdentityNumber', 'spIdentityType', 'spNation', 'spOrgNamePath', 'title', 'uid']"
updateCompanyUsingPOST,修改企业LOGO,https://service.bccastle.com/is/updateCompany,post,"['companyId', 'logo']"
updateOrderCompanyIdUsingPOST,更改订单中企业公司id,https://service.bccastle.com/is/updateOrderCompanyId,post,"['consumeCompanyId', 'consumeUserId']"
updateOrderByOpenUsingPOST,订单开通权限,https://service.bccastle.com/is/updateOrderStatus,post,"['orderId', 'uid']"
updateSelfAppUsingPOST,修改自建应用,https://service.bccastle.com/is/updateSelfApp,post,"['appAccessType', 'appkey', 'appsecret', 'authMethodIDs', 'avatar', 'bmethods', 'bmethodsValue', 'chainCodes', 'companyid', 'consumeCompanyId', 'createtime', 'createuser', 'deletetime', 'deleteuser', 'description', 'enabled', 'entityDescriptorContent', 'entityID', 'idpEntityId', 'isSubmit', 'lastmodify', 'loginUrl', 'name', 'outUrl', 'pmethods', 'pmethodsValue', 'securityLevel', 'spCode', 'status', 'storeType', 'type', 'umethods', 'umethodsValue', 'updatetimeuser', 'url', 'visualRange', 'way']"
updateSorgSequenceUsingPOST,修改序列号,https://service.bccastle.com/is/updateSorgSequence,post,['json']
statusAppsFalseUsingPOST,不同意申请,https://service.bccastle.com/is/updateTypeFalse,post,"['userApps', 'commentContent', 'loginName']"
statusAppsTrueUsingPOST,同意申请,https://service.bccastle.com/is/updateTypeTrue,post,"['userApps', 'commentContent', 'loginName']"
updateUserMailUsingPOST,修改邮箱,https://service.bccastle.com/is/updateUserMail,post,"['mail', 'userId', 'mobile', 'authCode']"
updateUserMobileUsingPOST,修改绑定手机,https://service.bccastle.com/is/updateUserMobile,post,"['mobile', 'userId']"
updateUserPassWordUsingPOST,修改密码,https://service.bccastle.com/is/updateUserPassWord,post,"['userId', 'newPassword', 'mobile', 'oldPassword', 'authCode']"
uploadSorgDateUsingPOST,返回机构下载的路径地址,https://service.bccastle.com/is/uploadSorgDate,post,['companyId']
uploadSorgDateImportFailedUsingPOST,返回机构导入失败列表下载的路径地址,https://service.bccastle.com/is/uploadSorgDateImportFailed,post,['error...']
uploadUserDateUsingPOST,uploadUserDate,https://service.bccastle.com/is/uploadUserDate,post,['companyId']
userAppsListUsingGET,应用分配,https://service.bccastle.com/is/userAppsList,get,"['companyid', 'p', 'SpCode', 'uid']"
getLoginUserUsingPOST,根据token得到登录用户信息,https://service.bccastle.com/is/userInfo,post,['token']
userListUsingGET,分配用户,https://service.bccastle.com/is/userList,get,"['p', 'companyid', 'entityid', 'employeeNumber', 'displayName', 'mail', 'spOrgNamePath']"
userMessageUsingPOST,查询用户,https://service.bccastle.com/is/userMessage,post,['uid']
verifyCodeUsingPOST,验证码是否正确,https://service.bccastle.com/is/verifyCode,post,"['mobile', 'authCode']"
verifyEmployeeNumberUsingPOST,验证员工编号是否重复,https://service.bccastle.com/is/verifyEmployeeNumber,post,"['employeeNumber', 'companyId']"
