接口标识,接口名称,接口地址,接口请求方式,接口参数
selectCompanyAppsByEntityIdUsingGET,应用详情,https://service.bccastle.com/is/findApps,get,['EntityID']
addCompanyAppsByEntityIDUsingPOST,应用选购,https://service.bccastle.com/is/addApps,post,"['EntityID', 'companyid', 'createuser']"
authorizationAppsUsingPOST,应用-用户授权,https://service.bccastle.com/is/authorizationApps,post,"['uid', 'EntityID']"
echoUserUsingPOST,用户回显,https://service.bccastle.com/is/echoUser,post,['id']
authorizationRoleUsingPOST,用户授权,https://service.bccastle.com/is/authorizationRole,post,"['uid', 'roleid']"
sendSmsPasswordUsingPOST,用户修改密码发送短息,https://service.bccastle.com/is/IsSmsSendController/sendSmsPassword,post,['phoneNum']
sendSmsUsingPOST,用户修改手机号码发送短息,https://service.bccastle.com/is/IsSmsSendController/sendSms,post,['phoneNum']
sendSmsMailUsingPOST,用户修改邮箱发送短息,https://service.bccastle.com/is/IsSmsSendController/sendSmsMail,post,['phoneNum']
queryMailUsingPOST,邮箱,https://service.bccastle.com/is/queryMail,post,['uid']
registerUsingPOST,云超市用户注册,https://service.bccastle.com/is/IsSmsSendController/register,post,"['phoneNum', 'phoneKey']"
insertNewSorgUsingPOST,增加机构,https://service.bccastle.com/is/sorg/insertNewSorg,post,"['companyid', 'sorgCode', 'sorgId', 'sorgName', 'sorgParentId', 'sorgType']"
resetPasswordUsingPOST,重置密码,https://service.bccastle.com/is/resetPassword,post,"['uid', 'password', 'companyId']"
showNodeSorgUsingPOST,子节点列表,https://service.bccastle.com/is/sorg/list,post,"['id', 'companyid']"
showSorgUsingPOST,组织机构展示,https://service.bccastle.com/is/showSorgTree,post,"['id', 'companyid', 'sorgname']"
